Country Name,Country Code,Time,Time Code,"Population ages 15-64, total [SP.POP.1564.TO]",GDP (constant 2015 US$) [NY.GDP.MKTP.KD],"Population, total [SP.POP.TOTL]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Life expectancy at birth, female (years) [SP.DYN.LE00.FE.IN]","Life expectancy at birth, male (years) [SP.DYN.LE00.MA.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],Lifetime risk of maternal death (1 in: rate varies by country) [SH.MMR.RISK],Urban population growth (annual %) [SP.URB.GROW],Urban population living in areas where elevation is below 5 meters (% of total population) [EN.POP.EL5M.UR.ZS],Food production index (2014-2016 = 100) [AG.PRD.FOOD.XD],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative) [SE.TER.CUAT.BA.MA.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Primary education, pupils [SE.PRM.ENRL]","Primary education, teachers [SE.PRM.TCHR]","Primary education, duration (years) [SE.PRM.DURS]"
Armenia,ARM,2021,YR2021,1865265,12621674875,2790974,1770343,63.431,77.35,66.554,72.043,null,null,-0.336768059,null,84.87,null,null,2.771339893,155673,8093,4
Armenia,ARM,2022,YR2022,1845507,14212005909,2780469,1767628,63.573,null,null,null,null,null,-0.153477829,null,null,null,null,2.49326992,155801,7865,4
Aruba,ABW,1960,YR1960,29759,null,54608,27728,50.776,67.783,60.582,64.152,null,null,null,null,null,null,null,null,null,null,null
Aruba,ABW,1961,YR1961,30466,null,55811,28330,50.761,68.269,60.88,64.537,null,null,2.147858087,null,null,null,null,null,null,null,null
Aruba,ABW,1962,YR1962,30940,null,56682,28764,50.746,68.579,61.023,64.752,null,null,1.52032914,null,null,null,null,null,null,null,null
Aruba,ABW,1963,YR1963,31424,null,57475,29157,50.73,68.992,61.372,65.132,null,null,1.357041595,null,null,null,null,null,null,null,null
Aruba,ABW,1964,YR1964,31924,null,58178,29505,50.715,69.18,61.522,65.294,null,null,1.186471932,null,null,null,null,null,null,null,null
Aruba,ABW,1965,YR1965,32437,null,58782,29802,50.7,69.449,61.686,65.502,null,null,1.001576484,null,null,null,null,null,null,null,null
Aruba,ABW,1966,YR1966,32952,null,59291,30052,50.685,69.901,62.329,66.063,null,null,0.835370915,null,null,null,null,null,null,null,null
Aruba,ABW,1967,YR1967,33384,null,59522,30160,50.67,70.281,62.702,66.439,null,null,0.358732863,null,null,null,null,null,null,null,null
Aruba,ABW,1968,YR1968,33688,null,59471,30124,50.654,70.673,62.966,66.757,null,null,-0.11943469,null,null,null,null,null,null,null,null
Aruba,ABW,1969,YR1969,33912,null,59330,30044,50.639,71.135,63.335,67.168,null,null,-0.265922242,null,null,null,null,null,null,null,null
Aruba,ABW,1970,YR1970,34083,null,59106,29922,50.624,71.585,63.715,67.583,null,null,-0.406897803,null,null,null,null,null,null,null,6
Aruba,ABW,1971,YR1971,34224,null,58816,29766,50.609,72.006,64.073,67.975,null,null,-0.522719325,null,null,null,null,null,null,null,6
Aruba,ABW,1972,YR1972,34636,null,58855,29777,50.593,72.785,64.516,68.577,null,null,0.036948088,null,null,null,null,null,null,null,6
Aruba,ABW,1973,YR1973,35432,null,59365,30026,50.578,73.487,64.868,69.092,null,null,0.832738956,null,null,null,null,null,null,null,6
Aruba,ABW,1974,YR1974,36373,null,60028,30352,50.563,73.909,65.259,69.503,null,null,1.07987402,null,null,null,null,null,null,null,6
Aruba,ABW,1975,YR1975,37332,null,60715,30690,50.548,74.284,65.428,69.762,null,null,1.107445544,null,null,null,null,null,null,null,6
Aruba,ABW,1976,YR1976,38187,null,61193,30922,50.532,74.417,65.807,70.035,null,null,0.753103605,null,null,null,null,null,null,null,6
Aruba,ABW,1977,YR1977,38894,null,61465,31050,50.517,74.525,66.14,70.264,null,null,0.41309037,null,null,null,null,null,null,null,6
Aruba,ABW,1978,YR1978,39496,null,61738,31179,50.502,74.615,66.491,70.494,null,null,0.414598289,null,null,null,null,null,null,null,6
Aruba,ABW,1979,YR1979,40005,null,62006,31305,50.487,74.746,66.908,70.778,null,null,0.403303792,null,null,null,null,null,null,null,6
Aruba,ABW,1980,YR1980,40396,null,62267,31427,50.472,74.83,67.372,71.066,null,null,0.388956685,null,null,null,null,null,null,null,6
Aruba,ABW,1981,YR1981,40636,null,62614,31593,50.456,75.298,68.178,71.722,null,null,0.526818102,null,null,null,null,null,null,null,6
Aruba,ABW,1982,YR1982,40959,null,63116,31836,50.441,75.504,68.456,71.959,null,null,0.766214788,null,null,null,null,null,null,null,6
Aruba,ABW,1983,YR1983,41440,null,63683,32113,50.426,75.707,68.587,72.105,null,null,0.866320763,null,null,null,null,null,null,null,6
Aruba,ABW,1984,YR1984,41898,null,64174,32351,50.411,75.855,68.751,72.251,null,null,0.738399979,null,null,null,null,null,null,null,6
Aruba,ABW,1985,YR1985,42319,null,64478,32494,50.395,76.052,68.861,72.388,null,null,0.441052454,null,null,null,null,null,null,null,6
Aruba,ABW,1986,YR1986,42671,982616126.7,64553,32522,50.38,76.139,68.954,72.462,null,null,0.08613265,null,null,null,null,null,null,null,6
Aruba,ABW,1987,YR1987,42917,1140605386,64450,32460,50.365,76.117,69.581,72.789,null,null,-0.190822132,null,null,null,null,null,null,null,6
Aruba,ABW,1988,YR1988,43092,1353312877,64332,32391,50.35,76.113,70.082,73.047,null,null,-0.212795565,null,null,null,null,null,null,null,6
Aruba,ABW,1989,YR1989,43336,1517467571,64596,32514,50.335,76.147,70.039,73.023,null,null,0.379015938,null,null,null,null,null,null,null,6
Aruba,ABW,1990,YR1990,43821,1577580558,65712,33066,50.319,76.196,70.096,73.076,null,null,1.683479832,4.464276628,null,null,null,null,null,null,6
Aruba,ABW,1991,YR1991,44644,1703201274,67864,34138,50.304,76.147,70.142,73.1,null,null,3.190556921,null,null,null,9.047519684,null,null,null,6
Aruba,ABW,1992,YR1992,46002,1803389602,70192,35095,49.998,76.181,70.177,73.179,null,null,2.764753684,null,null,null,null,null,null,null,6
Aruba,ABW,1993,YR1993,47864,1935175782,72360,35882,49.588,76.218,70.223,73.225,null,null,2.217710681,null,null,null,null,null,null,null,6
Aruba,ABW,1994,YR1994,49909,2093935693,74710,36740,49.177,76.253,70.27,73.272,null,null,2.363030279,null,null,null,null,null,null,null,6
Aruba,ABW,1995,YR1995,52075,2147271244,77050,37575,48.767,76.36,70.311,73.349,null,null,2.247285585,null,null,null,null,null,null,null,6
Aruba,ABW,1996,YR1996,54305,2172733340,79417,38403,48.356,76.403,70.447,73.448,null,null,2.17966459,null,null,null,null,null,null,null,6
Aruba,ABW,1997,YR1997,56452,2325843142,81858,39248,47.946,76.355,70.491,73.452,null,null,2.176490597,null,null,null,null,null,null,null,6
Aruba,ABW,1998,YR1998,58508,2372173576,84355,40099,47.536,76.378,70.54,73.491,null,null,2.145090883,null,null,null,null,4.763160229,null,null,6
Aruba,ABW,1999,YR1999,60477,2401542077,86867,40938,47.127,76.466,70.591,73.561,null,null,2.070733072,null,null,null,null,4.395269871,9096,473,6
Aruba,ABW,2000,YR2000,62215,2584457670,89101,41625,46.717,76.477,70.597,73.569,null,null,1.664222124,4.543350478,null,null,18.27305031,4.715360165,9263,486,6
Aruba,ABW,2001,YR2001,63457,2692900552,90691,42025,46.339,76.495,70.724,73.647,null,null,0.956373099,null,null,null,null,4.798500061,9436,498,6
Aruba,ABW,2002,YR2002,64311,2667108731,91781,42194,45.972,76.555,70.817,73.726,null,null,0.401335154,null,null,null,null,4.871779919,9840,516,6
Aruba,ABW,2003,YR2003,65073,2697003796,92701,42277,45.606,76.503,70.91,73.752,null,null,0.196517211,null,null,null,null,null,9897,537,6
Aruba,ABW,2004,YR2004,65794,2893373340,93540,42317,45.24,76.45,70.63,73.576,null,null,0.094569362,null,null,null,null,4.357140064,10185,552,6
Aruba,ABW,2005,YR2005,66476,2882235963,94483,42399,44.875,76.56,70.965,73.811,null,null,0.193588049,null,null,null,null,4.623690128,10250,567,6
Aruba,ABW,2006,YR2006,67133,2915061917,95606,42555,44.511,76.542,71.384,74.026,null,null,0.367257987,null,null,null,null,null,10390,572,6
Aruba,ABW,2007,YR2007,67787,3005333289,96787,42729,44.147,76.478,71.797,74.21,null,null,0.408048969,null,null,null,null,4.702529907,10346,594,6
Aruba,ABW,2008,YR2008,68443,3060433997,97996,42906,43.783,76.944,71.256,74.147,null,null,0.413382967,null,null,null,null,4.827320099,10012,579,6
Aruba,ABW,2009,YR2009,69102,2702865574,99212,43079,43.421,77.371,71.644,74.56,null,null,0.40239631,null,null,null,null,5.797770023,9944,582,6
Aruba,ABW,2010,YR2010,69879,2629007178,100341,43206,43.059,78.612,72.126,75.404,null,null,0.29437351,null,null,null,12.80072975,6.750989914,9858,586,6
Aruba,ABW,2011,YR2011,70693,2717520017,101288,43493,42.94,78.62,72.223,75.465,null,null,0.662063111,null,null,null,null,5.914380074,9112,604,6
Aruba,ABW,2012,YR2012,71335,2689383486,102112,43864,42.957,78.603,72.346,75.531,null,null,0.84939325,null,null,null,null,6.34758997,8888,601,6
Aruba,ABW,2013,YR2013,71805,2862305920,102880,44228,42.99,78.803,72.361,75.636,null,null,0.826413458,null,null,null,null,6.442770004,9803,591,6
Aruba,ABW,2014,YR2014,72123,2861719742,103594,44588,43.041,78.614,72.448,75.601,null,null,0.810669185,null,null,null,null,5.850840092,9816,596,6
Aruba,ABW,2015,YR2015,72305,2963128492,104257,44943,43.108,78.644,72.569,75.683,null,null,0.793025568,4.605602018,null,null,null,5.887829781,9577,615,6
Aruba,ABW,2016,YR2016,72392,3025849510,104874,45297,43.192,78.486,72.582,75.617,null,null,0.784578493,null,null,null,null,5.49105978,9391,628,6
Aruba,ABW,2017,YR2017,72417,3191737811,105439,45648,43.293,78.794,72.838,75.903,null,null,0.771898934,null,null,null,null,null,null,null,6
Aruba,ABW,2018,YR2018,72394,3359554755,105962,45999,43.411,78.854,73.096,76.072,null,null,0.765986265,null,null,null,null,null,null,null,6
Aruba,ABW,2019,YR2019,72341,3380888928,106442,46351,43.546,79.01,73.286,76.248,null,null,0.762320963,null,null,null,null,null,null,null,6
Aruba,ABW,2020,YR2020,72171,2752412130,106585,46574,43.697,78.445,72.828,75.723,null,null,0.479957876,null,null,null,null,null,null,null,6
Aruba,ABW,2021,YR2021,72080,3225070340,106537,46734,43.866,77.315,71.798,74.626,null,null,0.342950565,null,null,null,null,null,null,null,6
Aruba,ABW,2022,YR2022,71975,null,106445,46891,44.052,null,null,null,null,null,0.335380822,null,null,null,null,null,null,null,6
Australia,AUS,1960,YR1960,6292375,2.04995E+11,10276477,8378309,81.529,74,67.78571429,70.81707317,null,null,null,null,null,33.87224421,null,null,null,null,null
Australia,AUS,1961,YR1961,6417818,2.10085E+11,10483000,8589875,81.941,74.2,67.9,70.97317073,null,null,2.493807993,null,32.35,34.2838485,null,null,null,null,null
Australia,AUS,1962,YR1962,6589642,2.12805E+11,10742000,8832932,82.228,74.2,67.84,70.94243902,null,null,2.790282524,null,36.73,35.6909799,null,null,null,null,null
Australia,AUS,1963,YR1963,6733296,2.26033E+11,10950000,9034955,82.511,74.2,67.78,70.91170732,null,null,2.261393407,null,38.46,35.58227345,null,null,null,null,null
Australia,AUS,1964,YR1964,6882453,2.4181E+11,11167000,9245383,82.792,74.2,67.72,70.88097561,null,null,2.302334838,null,40.83,36.27099453,null,null,null,null,null
Australia,AUS,1965,YR1965,7038353,2.56271E+11,11388000,9459784,83.068,74.2,67.66,70.8502439,null,null,2.292525804,null,39.35,36.88817435,null,null,null,null,null
Australia,AUS,1966,YR1966,7223348,2.62368E+11,11651000,9709943,83.34,74.2,67.6,70.8195122,null,null,2.610086223,null,43.19,38.64688733,null,null,null,null,null
Australia,AUS,1967,YR1967,7341981,2.7891E+11,11799000,9852991,83.507,74.26,67.64,70.86926829,null,null,1.462465186,null,39.2,38.56829803,null,null,null,null,null
Australia,AUS,1968,YR1968,7502007,2.93118E+11,12009000,10048170,83.672,74.32,67.68,70.91902439,null,null,1.961546446,null,45.26,38.09340913,null,null,null,null,null
Australia,AUS,1969,YR1969,7683920,3.1377E+11,12263000,10280809,83.836,74.38,67.72,70.96878049,null,null,2.288842506,null,43,37.93886975,null,null,null,null,null
Australia,AUS,1970,YR1970,7854797,3.36286E+11,12507000,10505755,83.999,74.44,67.76,71.01853659,null,null,2.164424882,null,45.31,38.59351832,null,null,null,null,6
Australia,AUS,1971,YR1971,8142939,3.4974E+11,12937000,10887779,84.16,74.5,67.8,71.06829268,null,null,3.571776532,null,47.76,37.75809152,null,null,1685671,67114,6
Australia,AUS,1972,YR1972,8312505,3.63416E+11,13177000,11110846,84.32,74.92,68.16,71.45756098,null,null,2.02807808,null,48.91,39.95687622,null,null,1682318,69496,6
Australia,AUS,1973,YR1973,8465462,3.72935E+11,13380000,11303156,84.478,75.34,68.52,71.84682927,null,null,1.716023039,null,52.24,38.49860512,null,null,1672939,70911,6
Australia,AUS,1974,YR1974,8716702,3.88252E+11,13723000,11614598,84.636,75.76,68.88,72.23609756,null,null,2.718077645,null,47.35,44.54877413,null,null,1596281,73745,6
Australia,AUS,1975,YR1975,8863079,3.9344E+11,13893000,11780153,84.792,76.18,69.24,72.62536585,null,null,1.415341105,null,51.62,45.43326832,null,null,1632716,78390,6
Australia,AUS,1976,YR1976,8994679,4.03625E+11,14033000,11920613,84.947,76.6,69.6,73.01463415,null,null,1.185292023,null,55.24,46.09632725,null,null,1638955,81747,6
Australia,AUS,1977,YR1977,9140881,4.18135E+11,14192000,12077392,85.1,76.94,69.92,73.34439024,null,null,1.306618867,null,54.62,47.65453525,null,null,1671517,85855,6
Australia,AUS,1978,YR1978,9288752,4.21869E+11,14358000,12240482,85.252,77.28,70.24,73.67414634,null,null,1.341338024,null,62.83,46.52781412,null,6.000790119,1699306,87878,6
Australia,AUS,1979,YR1979,9425006,4.38955E+11,14514000,12395391,85.403,77.62,70.56,74.00390244,null,null,1.257605457,null,60.22,46.52447056,null,5.889130116,1711232,90668,6
Australia,AUS,1980,YR1980,9569000,4.5228E+11,14692000,12569300,85.552,77.96,70.88,74.33365854,null,null,1.393262294,null,52.94,48.85846958,null,5.646269798,1718352,null,6
Australia,AUS,1981,YR1981,9744907,4.67384E+11,14923260,12789234,85.7,78.3,71.2,74.66341463,null,null,1.734639035,null,56.55,50.41230651,null,null,1711037,91386,6
Australia,AUS,1982,YR1982,9942754,4.82924E+11,15184247,13008344,85.67,78.48,71.5,74.90487805,null,null,1.698727446,null,51.7,51.86953063,null,5.472020149,1690779,null,6
Australia,AUS,1983,YR1983,10112198,4.72181E+11,15393472,13183123,85.641,78.66,71.8,75.14634146,null,null,1.334645321,null,61.69,52.10625434,null,5.364620209,1650567,null,6
Australia,AUS,1984,YR1984,10271131,4.93862E+11,15579391,13337672,85.611,78.84,72.1,75.38780488,null,null,1.165506158,null,58.44,51.77833317,null,null,1605258,102853,6
Australia,AUS,1985,YR1985,10448204,5.1993E+11,15788312,13511953,85.582,79.02,72.4,75.62926829,null,null,1.29821886,null,57.53,52.73677038,null,5.397689819,1542101,null,6
Australia,AUS,1986,YR1986,10640853,5.40551E+11,16018350,13704019,85.552,79.2,72.7,75.87073171,null,null,1.411444637,null,59.49,52.35644637,null,5.268970013,1520210,90685,6
Australia,AUS,1987,YR1987,10839764,5.54386E+11,16263874,13909190,85.522,79.44,73.02,76.15170732,null,null,1.486062527,null,58.81,53.334196,null,5.057849884,1514575,91252,6
Australia,AUS,1988,YR1988,11043284,5.86303E+11,16532164,14133843,85.493,79.68,73.34,76.43268293,null,null,1.602236149,null,61.37,53.75160902,null,4.907209873,1529781,91979,6
Australia,AUS,1989,YR1989,11245929,6.09025E+11,16814416,14370104,85.463,79.92,73.66,76.71365854,null,null,1.657780312,null,60.41,54.83071841,null,4.739190102,1555230,92820,6
Australia,AUS,1990,YR1990,11415078,6.30807E+11,17065128,14579251,85.433,80.16,73.98,76.99463415,null,null,1.444941615,2.498958697,63.13,55.00327263,null,4.666830063,1583024,null,6
Australia,AUS,1991,YR1991,11549946,6.2839E+11,17284036,14761085,85.403,80.4,74.3,77.27560976,null,null,1.239497244,null,63.4,55.66706247,null,4.78467989,1605720,96779,6
Australia,AUS,1992,YR1992,11664387,6.31084E+11,17478635,14906654,85.285,80.4,74.5,77.37804878,null,null,0.981336449,null,63.04,55.73956015,null,4.682670116,1623012,97955,6
Australia,AUS,1993,YR1993,11754306,6.56626E+11,17634808,15017273,85.157,80.9,75,77.87804878,null,null,0.739338148,null,67.19,55.45724907,null,5.505459785,1633797,98526,6
Australia,AUS,1994,YR1994,11858713,6.82766E+11,17805468,15139633,85.028,80.9,75,77.87804878,null,null,0.811493536,null,70.42,55.25205499,null,5.244750023,1639577,null,6
Australia,AUS,1995,YR1995,11989636,7.09306E+11,18004882,15285785,84.898,80.8,75,77.82926829,null,null,0.960730427,null,64.4,55.41265113,null,5.131000042,1833681,101035,7
Australia,AUS,1996,YR1996,12140698,7.36663E+11,18224767,15448588,84.767,81.1,75.2,78.07804878,null,null,1.059429602,null,71.97,56.09789075,null,5.227809906,1848169,102267,7
Australia,AUS,1997,YR1997,12282166,7.65487E+11,18423037,15592522,84.636,81.4,75.7,78.4804878,null,null,0.927383277,null,78.74,56.13907765,null,null,1855789,103774,7
Australia,AUS,1998,YR1998,12417030,8.00802E+11,18607584,15723967,84.503,81.5,75.9,78.63170732,null,null,0.83946685,null,79.1,58.80481779,null,null,1869852,104603,7
Australia,AUS,1999,YR1999,12568636,8.40492E+11,18812264,15871907,84.37,81.8,76.2,78.93170732,null,null,0.93645823,null,84.2,59.05856596,null,null,1885341,105469,7
Australia,AUS,2000,YR2000,12729175,8.73281E+11,19028802,16028911,84.235,82,76.6,79.23414634,0.011611343,8600,0.984333804,2.579760521,87.03,58.85270391,null,4.884079933,1905951,null,7
Australia,AUS,2001,YR2001,12909312,8.91109E+11,19274701,16210024,84.1,82.4,77,79.63414634,0.01037102,9600,1.123578712,null,87.19,59.91848224,null,5.226138592,1914395,null,7
Australia,AUS,2002,YR2002,13076482,9.26696E+11,19495210,16419256,84.222,82.6,77.4,79.93658537,0.009670822,10000,1.282497609,null,88.75,62.69734392,null,5.307855129,1933765,null,7
Australia,AUS,2003,YR2003,13247817,9.55529E+11,19720737,16633061,84.343,82.8,77.8,80.23902439,0.00957605,10000,1.293754881,null,73.45,60.86549906,null,5.246357441,1931817,null,7
Australia,AUS,2004,YR2004,13407531,9.9582E+11,19932722,16835775,84.463,83,78.1,80.4902439,0.008888535,11000,1.211374539,null,89.97,61.32006,null,5.194594383,1934549,null,7
Australia,AUS,2005,YR2005,13587612,1.02723E+12,20176844,17065978,84.582,83.3,78.5,80.84146341,0.007987841,13000,1.35808044,null,87.28,62.10206496,null,4.89673996,1934941,null,7
Australia,AUS,2006,YR2006,13785404,1.05538E+12,20450966,17321968,84.7,83.5,78.7,81.04146341,0.007933922,13000,1.488863154,null,90.96,62.51490659,null,4.738430023,1938861,null,7
Australia,AUS,2007,YR2007,14049608,1.09525E+12,20827622,17666406,84.822,83.7,79,81.29268293,0.010648252,9400,1.968934751,null,76.45,62.68421732,null,4.653649807,1973456,null,7
Australia,AUS,2008,YR2008,14342140,1.13433E+12,21249199,18049707,84.943,83.7,79.2,81.39512195,0.010200295,9800,2.14645819,null,80.9,62.05923836,null,4.630519867,1977837,null,7
Australia,AUS,2009,YR2009,14637328,1.15555E+12,21691653,18451571,85.063,83.9,79.3,81.54390244,0.0112244,8900,2.202006395,null,86.76,63.31750922,null,5.081319809,1991715,null,7
Australia,AUS,2010,YR2010,14844429,1.18105E+12,22031750,18767085,85.182,84,79.5,81.69512195,0.011374735,8800,1.695502161,null,86.41,62.92293474,null,5.538119793,2015017,null,7
Australia,AUS,2011,YR2011,15010632,1.20929E+12,22340024,19056040,85.3,84.2,79.7,81.89512195,0.012386188,8100,1.527957416,null,90.37,61.55136809,null,5.06814003,2042081,null,7
Australia,AUS,2012,YR2012,15217504,1.25648E+12,22733465,19414834,85.402,84.3,79.9,82.04634146,0.012226046,8200,1.865330137,null,95.53,60.90314914,null,4.866670132,2083119,null,7
Australia,AUS,2013,YR2013,15420332,1.28888E+12,23128129,19775013,85.502,84.3,80.1,82.14878049,0.012508729,8000,1.838175799,null,96.86,59.37826269,24.46846008,5.229090214,2127730,null,7
Australia,AUS,2014,YR2014,15593448,1.32212E+12,23475686,20095657,85.602,84.4,80.3,82.3,0.009373904,11000,1.608455102,null,100.8,58.35785756,26.87869072,5.164549828,2168531,null,7
Australia,AUS,2015,YR2015,15760132,1.35058E+12,23815995,20410546,85.701,84.5,80.4,82.4,0.009120632,11000,1.554800599,2.709677061,101.22,null,27.68899918,5.31551981,2140571,null,7
Australia,AUS,2016,YR2016,15950251,1.38746E+12,24190907,20755798,85.8,84.6,80.4,82.44878049,0.009001508,11000,1.677390128,null,97.98,null,27.83823013,5.28689003,2179689,null,7
Australia,AUS,2017,YR2017,16166021,1.41912E+12,24594202,21127403,85.904,84.6,80.5,82.5,0.008300868,12000,1.774528892,null,108.12,null,28.38343048,5.138229847,2216779,null,7
Australia,AUS,2018,YR2018,16365890,1.46004E+12,24966643,21474309,86.012,84.9,80.7,82.74878049,0.00769872,13000,1.628637215,null,97.5,null,28.62672997,5.124310017,2247875,null,7
Australia,AUS,2019,YR2019,16569868,1.49174E+12,25340217,21824008,86.124,85,80.9,82.9,0.008842366,11000,1.615335783,null,91.53,null,30.64226913,5.134290218,2263884,null,7
Australia,AUS,2020,YR2020,16733580,1.49098E+12,25655289,22125378,86.241,85.3,81.2,83.2,0.005132296,19000,1.371462726,null,89.56,null,31.62220955,5.608449936,2268891,null,7
Australia,AUS,2021,YR2021,16712026,1.52432E+12,25688079,22184739,86.362,85.4,81.3,83.3,null,null,0.267934456,null,106.7,null,null,5.556048393,2268055,null,7
Australia,AUS,2022,YR2022,16864971,1.57947E+12,25978935,22468661,86.488,null,null,null,null,null,1.27168738,null,null,null,null,null,null,null,7
Austria,AUT,1960,YR1960,4633265,84930957866,7047539,4561167,64.72,71.92,65.41,68.58560976,null,null,null,null,null,17.72443275,null,null,null,null,null
Austria,AUT,1961,YR1961,4617690,89634416746,7086299,4592914,64.814,72.84,66.47,69.57731707,null,null,0.693616919,null,79.14,20.84828711,null,null,null,null,null
Austria,AUT,1962,YR1962,4615737,92008541235,7129864,4624644,64.863,72.48,66.29,69.3095122,null,null,0.688471401,null,78,20.18568434,null,null,null,null,null
Austria,AUT,1963,YR1963,4620920,95816100869,7175811,4658034,64.913,72.65,66.39,69.44365854,null,null,0.719407568,null,83.01,19.55519392,null,null,null,null,null
Austria,AUT,1964,YR1964,4619535,1.01684E+11,7223801,4692726,64.962,73.2,66.8,69.92195122,null,null,0.742017957,null,85.43,19.6656051,null,null,null,null,null
Austria,AUT,1965,YR1965,4615259,1.05223E+11,7270889,4726878,65.011,72.99,66.61,69.72219512,null,null,0.725129202,null,74.22,17.02937976,null,null,null,null,null
Austria,AUT,1966,YR1966,4614238,1.11161E+11,7322066,4763809,65.061,73.37,66.88,70.04585366,null,null,0.778261603,null,81.32,17.54859611,null,null,null,null,null
Austria,AUT,1967,YR1967,4615958,1.14504E+11,7376998,4803163,65.11,73.37,66.63,69.91780488,null,null,0.82271009,null,86.89,17.49602965,null,null,null,null,null
Austria,AUT,1968,YR1968,4609383,1.19625E+11,7415403,4831802,65.159,73.52,66.76,70.05756098,null,null,0.594482374,null,91.3,17.07437608,null,null,null,null,null
Austria,AUT,1969,YR1969,4598618,1.27133E+11,7441055,4852163,65.208,73.27,66.56,69.83317073,null,null,0.420510194,null,89.14,18.0209546,null,null,null,null,null
Austria,AUT,1970,YR1970,4597890,1.35169E+11,7467086,4872871,65.258,73.5,66.5,69.91463415,null,null,0.42587062,null,88.41,20.44769694,null,4.147160053,null,null,4
Austria,AUT,1971,YR1971,4611662,1.42083E+11,7500482,4897890,65.301,73.7,66.7,70.11463415,null,null,0.512120902,null,86.92,24.36213992,null,4.282350063,531934,24815,4
Austria,AUT,1972,YR1972,4640698,1.50903E+11,7544201,4927193,65.311,74.1,67,70.46341463,null,null,0.596495457,null,84.36,24.10714286,null,4.450150013,534895,24834,4
Austria,AUT,1973,YR1973,4676463,1.58283E+11,7586115,4955326,65.321,74.6,67.6,71.01463415,null,null,0.569350304,null,87.52,23.10408922,null,4.515470028,528541,24850,4
Austria,AUT,1974,YR1974,4694173,1.64523E+11,7599038,4964528,65.331,74.7,67.5,71.01219512,null,null,0.185526977,null,89.14,21.88967136,null,4.655940056,520761,25241,4
Austria,AUT,1975,YR1975,4692362,1.63924E+11,7578903,4952131,65.341,74.7,67.7,71.11463415,null,null,-0.250023853,null,89.72,22.57477769,null,5.127960205,513027,25308,4
Austria,AUT,1976,YR1976,4707837,1.7143E+11,7565525,4944146,65.351,75.1,68.2,71.56585366,null,null,-0.161373853,null,91.62,26.02892102,null,5.237659931,501843,26374,4
Austria,AUT,1977,YR1977,4741844,1.80138E+11,7568430,4946802,65.361,75.5,68.5,71.91463415,null,null,0.053705672,null,88.88,22.64224474,null,4.95401001,492723,null,4
Austria,AUT,1978,YR1978,4772679,1.79759E+11,7562305,4943554,65.371,75.7,68.5,72.01219512,null,null,-0.065680146,null,93.43,22.90773532,null,5.159790039,466933,28492,4
Austria,AUT,1979,YR1979,4802105,1.89388E+11,7549425,4935890,65.381,76,68.8,72.31219512,null,null,-0.155150463,null,93.78,22.64758497,null,5.038159847,445103,26049,4
Austria,AUT,1980,YR1980,4846328,1.92667E+11,7549433,4936650,65.391,76.1,69,72.46341463,null,null,0.015396241,null,98.3,21.60471108,null,5.008969784,420935,26369,4
Austria,AUT,1981,YR1981,4914857,1.92389E+11,7568710,4947212,65.364,76.5,69.3,72.81219512,null,null,0.213722207,null,94.06,24.98545102,null,5.367809772,400397,27525,4
Austria,AUT,1982,YR1982,4979548,1.96259E+11,7574140,4930765,65.1,76.7,69.4,72.96097561,null,null,-0.333003715,null,105.29,23.20675105,null,5.362989902,384986,27561,4
Austria,AUT,1983,YR1983,5033355,2.02093E+11,7561910,4902840,64.836,76.7,69.5,73.01219512,null,null,-0.567951938,null,99.14,23.83073497,null,5.303780079,367691,27731,4
Austria,AUT,1984,YR1984,5082055,2.02197E+11,7561434,4882418,64.57,77.3,70.1,73.61219512,null,null,-0.41740401,null,102.44,25.1177394,null,5.294469833,354479,27942,4
Austria,AUT,1985,YR1985,5109326,2.07249E+11,7564985,4864664,64.305,77.4,70.4,73.81463415,null,null,-0.364294045,null,98.56,24.9050152,null,5.297210217,342779,28175,4
Austria,AUT,1986,YR1986,5122590,2.12019E+11,7569794,4847469,64.037,77.8,71,74.31707317,null,null,-0.354093544,null,99.64,25.00484215,null,5.499959946,343823,32806,4
Austria,AUT,1987,YR1987,5127529,2.14896E+11,7574586,4830238,63.769,78.2,71.5,74.76829268,null,null,-0.356097125,null,98.27,25.77319588,null,5.376110077,343013,33100,4
Austria,AUT,1988,YR1988,5130120,2.21979E+11,7585317,4816676,63.5,78.7,71.9,75.21707317,null,null,-0.281167821,null,102.97,24.99503278,null,5.190730095,350734,33330,4
Austria,AUT,1989,YR1989,5148524,2.30608E+11,7619567,4817928,63.231,78.8,71.9,75.26585366,null,null,0.025989652,null,98.28,26.57800715,null,5.01816988,360542,33594,4
Austria,AUT,1990,YR1990,5185162,2.40629E+11,7677850,4833974,62.96,79,72.3,75.56829268,null,null,0.332494358,0,99.88,35.35891969,null,4.957250118,367006,33796,4
